,0,1,2,3,4,5,6,7
0,0.0,7.016236567527016,7.846572670821281,8.553947237319724,8.726455529451703,8.771007165197513,8.899156809131302,8.899156809131302
1,0.0,5.082201797989005,4.494028483033813,4.546444130670806,5.094136676105528,5.150242520590496,5.574193124376462,5.574193124376462
2,0.0,7.955119859767757,9.334878002982402,8.548598316313358,8.497386908584739,8.516814002092213,8.66837755780349,8.66837755780349
3,0.0,9.589201281037793e-16,8.083078959461094e-16,6.80845566031963e-16,6.259627682775474e-16,5.879091341022767e-16,6.153121638759393e-16,6.153121638759393e-16
4,0.0,-3.031567060579742,-3.5209138901458337,-4.119163846637881,-5.466717982559037,-5.489574585905764,-5.659314354810368,-5.659314354810368
5,0.0,0.12142306247727563,0.17037460433947524,0.19955857950160485,0.055611147046529995,0.05916018943520763,0.08551640806263648,0.08551640806263648
6,0.0,0.09812708449800085,0.14310138998531624,0.17630351478940173,0.22301872571579673,0.22401069152456785,0.23137731746578324,0.23137731746578324
7,0.0,-2.4609360965253333,-2.819765490187506,-3.301170262974231,-3.489079737002773,-3.5184449342601303,-3.736379017809152,-3.736379017809152
8,0.0,-2.9736720662182656,-2.8556624803791815,-2.466512282373766,-2.248096192308829,-2.2226458585865676,-2.033503902895682,-2.033503902895682
9,0.0,-6.094843649479074,-6.499795227770226,-6.244695337433826,-6.070299548537619,-6.049180405726674,-5.8981679880502655,-5.8981679880502655
10,0.0,0.0,-0.006303246364009172,-2.5201868812244954,-3.6609964371187815,-3.81070222595683,-4.892886528385366,-4.892886528385366
11,0.0,-0.002008273963730584,-1.9159114240501456,-3.2517134293653887,-3.904888843420995,-3.99359273344803,-4.622103755135647,-4.622103755135647
12,0.0,-8.998816168841682,-8.41986251736717,-7.001909811658308,-6.311451711533124,-6.226305817689289,-5.56350395117932,-5.56350395117932
13,0.0,-0.01887777525906749,-1.0590548778320723,-2.2488891613402493,-2.8773880459511707,-2.9636341721526254,-3.5728187082200193,-3.5728187082200193
14,0.0,-0.014057917746114089,-1.0786154548796993,-2.341271739168942,-2.937402400000133,-3.0194378408560363,-3.6066978746025216,-3.6066978746025216
15,0.0,-4.95334739960436,-4.611206521635036,-4.2487339268056745,-4.052817835402558,-4.036583877682886,-3.8940668421256603,-3.8940668421256603
16,0.0,-1.6567743819672893,-1.5642077607476486,-1.4922207138043946,-1.4664494606467169,-1.467226601534019,-1.4510389204552028,-1.4510389204552028
17,0.0,-2.4562268063545796,-2.768833278140407,-3.0901402684645274,-3.3240885441626746,-3.351133120848347,-3.530547616766051,-3.530547616766051
18,0.0,-2.785910479392558,-3.186147136928274,-3.595552333493201,-3.789529060254372,-3.8149094912091766,-3.9814915036772223,-3.9814915036772223
19,0.0,0.5033745033363074,0.5641528663850826,0.6978995264845889,0.747448765591879,0.7553128673305399,0.8249628701860116,0.8249628701860116
20,0.0,0.3246954998203922,0.3570151643565229,0.4657360932417817,0.4931981765643505,0.49889630953955844,0.5524611998441431,0.5524611998441431
21,0.0,-1.9364628609356778,-2.300258368982082,-2.6622230592877876,-2.850295736822892,-2.8743036056850024,-3.026024706020077,-3.026024706020077
22,0.0,1.266839306517466,1.4499590464043963,1.711608192223151,1.8777887082964972,1.899710798937501,2.0890789056727526,2.0890789056727526
23,0.0,1.8966314468331673,2.1862401820897563,2.5692784894368077,2.733259857729446,2.754180702032981,2.9361132629279143,2.9361132629279143
24,0.0,0.4279137546915335,0.5582758632720948,0.6432244577658665,0.6681381928970487,0.6710656243680265,0.7193738803007531,0.7193738803007531
25,0.0,0.013412384050441681,0.021757716363600344,0.12674292940776882,0.13594203016156298,0.13966717546830085,0.21604821533760873,0.21604821533760873
26,0.0,-0.16321445282292668,-0.3910272019377754,-0.698974336129751,-0.8157567398262331,-0.833062137780772,-0.8203392465971427,-0.8203392465971427
27,0.0,0.3711097518496843,0.8449105164296141,1.3229579595260665,1.6347991999884726,1.6654256879801215,1.971047607947283,1.971047607947283
28,0.0,-3.261561968637504,-3.16947098974949,-3.139255533860716,-3.0612579698587434,-3.0628074942507006,-3.0016067224920935,-3.0016067224920935
29,0.0,-0.002008273963730584,-0.8228874981898,-1.8325516197260607,-2.2299626706312456,-2.295598171771625,-2.7103184595986365,-2.7103184595986365
30,0.0,2.4767619215636945,2.561715872947501,2.6551650275305088,2.7643285501959,2.76564988951321,2.849182214848988,2.849182214848988
31,0.0,1.2924158226863112,1.146370021487235,1.038105221051142,1.0928351067036168,1.0854805526839497,1.0749617753837957,1.0749617753837957
32,0.0,1.3985674464834994,1.697995755667717,2.0298839336196375,2.289061847415064,2.3121513879018867,2.509895728289374,2.509895728289374
33,0.0,-0.9349419328534901,-0.33711529288038844,0.3937852422253997,0.8988221558666337,0.9541924067778429,1.4405588947180201,1.4405588947180201
34,0.0,-7.971615925054532,-7.999814726274674,-8.081369797063383,-7.237757227910217,-7.134838771280174,-6.2284744899712,-6.2284744899712
35,0.0,0.0,0.12606492728018345,0.24303500226875346,-0.5970734592424914,-0.7086076422719034,-1.4568611495685717,-1.4568611495685717
36,0.0,-0.02891914507772041,-0.3689755464577672,-0.8524382304242463,-0.9740368934806974,-0.9994671258298659,-1.1592343067364397,-1.1592343067364397
37,0.0,-0.12732456930051902,-1.0994813548711104,-2.2643758936562235,-2.3163360372006134,-2.333158834600737,-2.4423781130506548,-2.4423781130506548
38,0.0,0.8675651644256386,0.8430450711373141,0.6222219076187812,0.8301520075290021,0.8485207215014128,1.0028147017683093,1.0028147017683093
39,0.0,-2.305836324917295,-1.4369841171129387,-0.8631566469796952,-0.6647215930079008,-0.6190818262563689,-0.2622650946299215,-0.2622650946299215
40,0.0,0.0,-0.5776287881592641,-0.8126756317764678,-0.9924174978726698,-1.0666276245299948,-1.6655344072347975,-1.6655344072347975
41,0.0,1.4164284048555489,1.444384475056587,1.856595934359986,2.08283411013089,2.100230239149365,2.299053492095404,2.299053492095404
42,0.0,2.6144753949966053,3.1774871584760835,4.176833729932543,4.7002629895269115,4.72204636356117,4.748637110755135,4.748637110755135
43,0.0,4.2402735823347,5.077824403975099,6.393548270699425,7.066477906270663,7.107337009723917,7.269788124896298,7.269788124896298
44,0.0,3.857898219640397,4.332883486877398,5.24248482076925,5.723385137945917,5.735221068120783,5.716222576662894,5.716222576662894
45,0.0,3.229509296389097,4.133513464767275,5.03078521513812,5.409799896818462,5.457690393941194,5.735188511147897,5.735188511147897
46,0.0,2.9797732565921855,2.762371904231012,3.6562268217947387,3.4989610794115062,3.5547466862185093,3.31648618698844,3.31648618698844
47,0.0,2.728170000169472,3.535000142675746,4.228210189960011,4.094716918804373,4.142164446523256,4.485061183401322,4.485061183401322
