,no_households,penalty_weight,no_dependent_tasks,no_fully_flexible_tasks_min,no_semi_flexible_tasks_min,no_fixed_tasks_min,algorithm,id,no_iterations,init_PAR,PAR,init_max_demand,max_demand,total_demand,demand_reduction,cost_reduction,pricing_time,rescheduling_time
0,5000,1,0,10,0,0,minizinc_fw,0,31,1.2,1.04,4035731.0,3474203.84,160853482.0,0.14,0.11,0.0057906250000000015,2162.5715593750006
1,5000,1,0,10,0,0,ogsa_fw,0,31,1.2,1.04,4035731.0,3474203.84,160853482.0,0.14,0.11,0.005843750000000003,9.728290625
2,5000,1,3,10,0,0,minizinc_fw,0,19,1.2,1.06,4035731.0,3568921.49,160853482.0,0.12,0.11,0.007719999999999999,1716.3145
3,5000,1,3,10,0,0,ogsa_fw,0,26,1.2,1.04,4035731.0,3488019.29,160853482.0,0.14,0.11,0.0067777777777777775,9.318914814814818
4,5000,1,6,10,0,0,minizinc_fw,0,27,1.2,1.05,4035731.0,3511470.97,160853482.0,0.13,0.11,0.0066035714285714265,2464.5735678571427
5,5000,1,6,10,0,0,ogsa_fw,0,26,1.2,1.04,4035731.0,3471120.33,160853482.0,0.14,0.11,0.007214814814814814,9.48234074074074
6,5000,1,9,10,0,0,minizinc_fw,0,17,1.2,1.07,4035731.0,3588773.92,160853482.0,0.11,0.11,0.008105555555555553,3611.2138833333333
7,5000,1,9,10,0,0,ogsa_fw,0,25,1.2,1.04,4035731.0,3475858.28,160853482.0,0.14,0.11,0.007207692307692308,9.606688461538463
8,5000,1,0,10,0,0,minizinc_fw,1,24,1.18,1.04,3990403.0,3533017.43,162511410.0,0.11,0.14,0.006156000000000002,1909.051996
9,5000,1,0,10,0,0,ogsa_fw,1,24,1.18,1.04,3990403.0,3533017.43,162511410.0,0.11,0.14,0.006200000000000001,9.048131999999999
10,5000,1,3,10,0,0,minizinc_fw,1,27,1.18,1.02,3990403.0,3437749.14,162511410.0,0.14,0.14,0.007482142857142855,4664.096757142858
11,5000,1,3,10,0,0,ogsa_fw,1,25,1.18,1.02,3990403.0,3451378.38,162511410.0,0.14,0.14,0.00745,9.294826923076922
12,5000,1,6,10,0,0,minizinc_fw,1,25,1.18,1.01,3990403.0,3435326.16,162511410.0,0.14,0.14,0.007988461538461538,4381.812676923077
13,5000,1,6,10,0,0,ogsa_fw,1,31,1.18,1.01,3990403.0,3431425.33,162511410.0,0.14,0.14,0.0065499999999999985,9.472096874999998
14,5000,1,9,10,0,0,minizinc_fw,1,19,1.18,1.04,3990403.0,3529028.63,162511410.0,0.12,0.14,0.008470000000000002,4290.839
15,5000,1,9,10,0,0,ogsa_fw,1,27,1.18,1.01,3990403.0,3428760.57,162511410.0,0.14,0.14,0.007185714285714287,9.698075000000001
16,5000,1,0,10,0,0,minizinc_fw,2,21,1.21,1.06,4051471.0,3556905.68,161192654.0,0.12,0.11,0.007168181818181818,2286.762268181818
17,5000,1,0,10,0,0,ogsa_fw,2,21,1.21,1.06,4051471.0,3556905.68,161192654.0,0.12,0.11,0.007145454545454546,8.77219090909091
18,5000,1,3,10,0,0,minizinc_fw,2,31,1.21,1.04,4051471.0,3488258.14,161192654.0,0.14,0.11,0.006059374999999998,2523.912496875
19,5000,1,3,10,0,0,ogsa_fw,2,18,1.21,1.07,4051471.0,3589172.07,161192654.0,0.11,0.11,0.00773684210526316,9.491178947368422
20,5000,1,6,10,0,0,minizinc_fw,2,25,1.21,1.04,4051471.0,3481215.36,161192654.0,0.14,0.11,0.007507692307692306,3511.3792230769227
21,5000,1,6,10,0,0,ogsa_fw,2,23,1.21,1.03,4051471.0,3474717.97,161192654.0,0.14,0.11,0.007595833333333334,9.386945833333334
22,5000,1,9,10,0,0,minizinc_fw,2,16,1.21,1.07,4051471.0,3595671.12,161192654.0,0.11,0.11,0.009441176470588234,2326.4335235294116
23,5000,1,9,10,0,0,ogsa_fw,2,26,1.21,1.03,4051471.0,3472570.98,161192654.0,0.14,0.11,0.0075518518518518495,9.711025925925924
24,5000,1,0,10,0,0,minizinc_fw,3,23,1.18,1.05,3983470.0,3559016.33,162165294.0,0.11,0.13,0.006270833333333332,2525.9991625
25,5000,1,0,10,0,0,ogsa_fw,3,23,1.18,1.05,3983470.0,3559016.33,162165294.0,0.11,0.13,0.006458333333333334,8.742179166666668
26,5000,1,3,10,0,0,minizinc_fw,3,21,1.18,1.04,3983470.0,3519178.62,162165294.0,0.12,0.13,0.007754545454545456,3027.5104499999998
27,5000,1,3,10,0,0,ogsa_fw,3,22,1.18,1.04,3983470.0,3513038.73,162165294.0,0.12,0.13,0.00707391304347826,9.204752173913045
28,5000,1,6,10,0,0,minizinc_fw,3,24,1.18,1.02,3983470.0,3448473.1,162165294.0,0.13,0.13,0.007764,3197.9927880000005
29,5000,1,6,10,0,0,ogsa_fw,3,19,1.18,1.03,3983470.0,3483114.95,162165294.0,0.13,0.13,0.008655,9.367124999999998
30,5000,1,9,10,0,0,minizinc_fw,3,25,1.18,1.03,3983470.0,3476104.69,162165294.0,0.13,0.13,0.007284615384615384,3160.8846115384627
31,5000,1,9,10,0,0,ogsa_fw,3,23,1.18,1.02,3983470.0,3459883.89,162165294.0,0.13,0.13,0.00792916666666667,9.603075000000002
32,5000,1,0,10,0,0,minizinc_fw,4,24,1.17,1.04,4016206.0,3572129.88,165142643.0,0.11,0.13,0.006392,2954.9727959999996
33,5000,1,0,10,0,0,ogsa_fw,4,24,1.17,1.04,4016206.0,3572129.88,165142643.0,0.11,0.13,0.00644,9.417744
34,5000,1,3,10,0,0,minizinc_fw,4,22,1.17,1.04,4016206.0,3571360.0,165142643.0,0.11,0.13,0.007134782608695653,4503.72954347826
35,5000,1,3,10,0,0,ogsa_fw,4,21,1.17,1.04,4016206.0,3586185.14,165142643.0,0.11,0.13,0.007068181818181817,9.175777272727272
36,5000,1,6,10,0,0,minizinc_fw,4,25,1.17,1.04,4016206.0,3577417.96,165142643.0,0.11,0.13,0.0067423076923076915,3403.6146
37,5000,1,6,10,0,0,ogsa_fw,4,22,1.17,1.04,4016206.0,3568613.06,165142643.0,0.11,0.13,0.007369565217391303,9.796617391304347
38,5000,1,9,10,0,0,minizinc_fw,4,23,1.17,1.03,4016206.0,3557576.32,165142643.0,0.11,0.13,0.007095833333333333,4471.234979166667
39,5000,1,9,10,0,0,ogsa_fw,4,18,1.17,1.03,4016206.0,3552616.14,165142643.0,0.12,0.13,0.008689473684210528,9.469352631578948
